
// rate library for f09a: Disproportionation reaction
// original from rate_library_4.txt, Cath, 03/07/28

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// f09a_Disproportionation
// changing root number into 3e11, 0, 0 according to Wing Tsang . J. Phys. Chem. Ref. Data 1991, 20, 221-273, JS, july 27, 2003
// add 10001 to give HO2. + R. -> O2 + HR, JS, july 27, 2003

// JS, Aug, 5, 2003
// move the following rate constants of O2 + XH_Rrad into the new reaction family: Disproportionation_O2d
// move #: 487, 501, 513, 514, 533, 534, 535

// Catherina Wijaya thesis, pg 157

// [90] Tsang, W. J. Phys. Chem. Ref. Data 1987, 16, 471.
// [91] Tsang, W. J. Phys. Chem. Ref. Data 1988, 17, 887.
// [92] Tsang, W. J. Phys. Chem. Ref. Data 1990, 19, 1.
// [93] Tsang, W. J. Phys. Chem. Ref. Data 1991, 20, 221.
// [95] Baulch, D.L.; Cobos, C.J.; Cox, R.A.; Esser, C.; Frank, P.; Just, T.; Kerr, J.A.; Pilling, M.J.; 
//		Troe, J.; Walker, R.W.; Warnatz, J. J. Phys. Chem. Ref. Data 1992, 21, 411.
// [189] Grotheer, H.; Riekert, G.; Walter, D.; Just, T. Symp. Int. Combust. Proc. 1989, 22, 963.
// [190] Edelbuttel-Einhaus, J.; Hoyermann, K.; Rohde, G.; Seeba, J. Symp. Int. Combust. Proc. 1992, 22, 661.
// [191] Pagsberg, P.; Munk, J.; Sillesen, A.; Anastasi, C. Chem. Phys. Lett. 1988, 146, 375.

 
//No.		Y_rad_birad		XH_Rrad				Temp.		A			n		a		E0		DA		Dn		Da		DE0		Rank	Comments
//491.		C_methyl		Cmethyl_Csrad		300-2500	9.41E+10	0.68	0		0		*1.5	0		0		0		4		Tsang [91] Literature review.
//514.		CH2_triplet		C/H/NdNd_Csrad		300-2500	6.03E+12	0		0		0		*3.0	0		0		0		4		Tsang [92] Literature review. C2H + iso-C4H9--> C2H2 + iso-C4H8


//#  Group1             Group2                TempRange         A        n    alpha       E0       DA       Dn   Dalpha      DE0  Rank  Comment
15   H_rad                C/H2/Nd_Csrad          300-2500  1.81e+12        0        0        0       *2        0        0        0  4     Tsang [91] Literature review.
16   C_methyl             C/H2/Nd_Csrad          300-2500  1.15e+13    -0.32        0        0     *1.7        0        0        0  4     Tsang [91] Literature review.
17   C_rad/H2/Cs          C/H2/Nd_Csrad          300-2500  1.45e+12        0        0        0     *1.4        0        0        0  4     Tsang [91] Literature review.
18   C_rad/H2/Cd          C/H2/Nd_Csrad          300-2500  1.45e+12        0        0    -0.13       *3        0        0        0  4     Tsang [93] Literature review.
19   C_rad/H2/O           C/H2/Nd_Csrad          300-2500  4.82e+11        0        0        0       *3        0        0        0  4     Tsang [91] Literature review.
20   C_rad/H/NonDeC       C/H2/Nd_Csrad          300-2500  5.13e+13    -0.35        0        0       *2        0        0        0  4     Tsang [91] Literature review.
21   C_rad/Cs3            C/H2/Nd_Csrad          300-2500  2.16e+14    -0.75        0        0       *2        0        0        0  4     Tsang [92] Literature review.
22   Cd_pri_rad           C/H2/Nd_Csrad          300-2500  1.21e+12        0        0        0       *3        0        0        0  4     Tsang [91] Literature review.
23   Ct_rad               C/H2/Nd_Csrad          300-2500  6.03e+12        0        0        0       *3        0        0        0  4     Tsang [91] Literature review.
24   O_pri_rad            C/H2/Nd_Csrad          300-2500  2.41e+13        0        0        0       *3        0        0        0  4     Tsang [91] Literature review.
25   Ct_rad               C/H/NdNd_Csrad         300-2500  6.03e+12        0        0        0       *3        0        0        0  4     Tsang [92] Literature review.
26   H_rad                C/H/NdNd_Csrad         300-2500  9.04e+11        0        0        0       *2        0        0        0  4     Tsang [92] Literature review.
27   C_methyl             C/H/NdNd_Csrad         300-2500  6.02e+12    -0.32        0        0       *2        0        0        0  4     Tsang [92] Literature review.
28   C_rad/H2/Cs          C/H/NdNd_Csrad         300-2500  8.43e+11        0        0        0       *2        0        0        0  4     Tsang [92] Literature review.
29   C_rad/H2/O           C/H/NdNd_Csrad         300-2500  2.41e+11        0        0        0       *3        0        0        0  4     Tsang [92] Literature review.
30   C_rad/H2/Cd          C/H/NdNd_Csrad         300-2500  7.83e+11        0        0    -0.13       *3        0        0        0  4     Tsang [93] Literature review.
31   C_rad/H/NonDeC       C/H/NdNd_Csrad         300-2500  2.56e+13    -0.35        0        0       *2        0        0        0  4     Tsang [92] Literature review.
32   C_rad/Cs3            C/H/NdNd_Csrad         300-2500  1.08e+14    -0.75        0        0       *2        0        0        0  4     Tsang [92] Literature review.
33   Cd_pri_rad           C/H/NdNd_Csrad         300-2500  8.43e+11        0        0        0       *4        0        0        0  4     Tsang [92] Literature review.
34   O_pri_rad            C/H/NdNd_Csrad         300-2500  1.21e+13        0        0        0       *3        0        0        0  4     Tsang [92] Literature review.
35   H_rad                Cdpri_Csrad            300-2500  1.81e+13        0        0        0       *3        0        0        0  4     Tsang [93] Literature review.
36   C_methyl             Cdpri_Csrad            300-2500  3.01e+12    -0.32        0    -0.13       *3        0        0        0  4     Tsang [93] Literature review.
37   C_rad/H2/Cs          Cdpri_Csrad            300-2500  9.64e+11        0        0    -0.13       *2        0        0        0  4     Tsang [93] Literature review.
38   C_rad/H2/Cd          Cdpri_Csrad            300-2500  8.43e+10        0        0    -0.26     *2.5        0        0        0  4     Tsang [93] Literature review.
39   C_rad/H/NonDeC       Cdpri_Csrad            300-2500  4.58e+12    -0.35        0    -0.13       *3        0        0        0  4     Tsang [93] Literature review.
40   C_rad/Cs3            Cdpri_Csrad            300-2500  2.89e+13    -0.75        0    -0.13       *3        0        0        0  4     Tsang [93] Literature review.
41   Cd_pri_rad           Cdpri_Csrad            300-2500  2.41e+12        0        0        0       *3        0        0        0  4     Tsang [93] Literature review.
42   O_pri_rad            Cdpri_Csrad            300-2500  6.03e+12        0        0        0       *3        0        0        0  4     Tsang [93] Literature review.
43   O_atom_triplet       O_Csrad                   298    9.04e+13        0        0        0 3.01e+13        0        0        0  3     Grotheer et al [189].
44   CH2_triplet          O_Csrad                300-2500  1.21e+12        0        0        0       *3        0        0        0  4     Tsang [90] Literature review.
45   H_rad                O_Csrad                   295       2e+13        0        0        0    1e+13        0        0        0  4     Edelbuttel-Einhaus et al [190].
46   H_rad                O_Csrad                300-2500  6.03e+12        0        0        0       *3        0        0        0  4     Tsang [90] Literature review.
47   C_methyl             O_Csrad                   298    8.49e+13        0        0        0        0        0        0        0  3     Pagsberg et al [191].
48   C_methyl             O_Csrad                300-2500  2.41e+12        0        0        0       *5        0        0        0  4     Tsang [90] Literature review.
49   C_rad/H2/Cs          O_Csrad                300-2500  2.41e+12        0        0        0       *5        0        0        0  4     Tsang [90] Literature review.
50   C_rad/H2/Cd          O_Csrad                300-2500  1.81e+13        0        0        0     *2.5        0        0        0  4     Tsang [93] Literature review.
51   C_rad/H2/O           O_Csrad                300-2500  4.82e+12        0        0        0       *2        0        0        0  4     Tsang [90] Literature review.
52   C_rad/H/NonDeC       O_Csrad                300-2500  2.35e+12        0        0        0       *5        0        0        0  4     Tsang [91] Literature review.
53   C_rad/Cs3            O_Csrad                300-2500  3.47e+14    -0.75        0        0       *3        0        0        0  4     Tsang [92] Literature review.
54   Cd_pri_rad           O_Csrad                300-2500  3.01e+13        0        0        0     *2.5        0        0        0  4     Tsang [90] Literature review.
55   Ct_rad               O_Csrad                300-2500  3.61e+13        0        0        0       *5        0        0        0  4     Tsang [90] Literature review.
56   CO_pri_rad           O_Csrad                300-2500  1.81e+14        0        0        0       *3        0        0        0  4     Tsang [90] Literature review.
57   O_pri_rad            O_Csrad                300-2500  2.41e+13        0        0        0       *2        0        0        0  4     Tsang [90] Literature review.
58   O_rad/NonDeC         O_Csrad                300-2500  2.41e+13        0        0        0       *2        0        0        0  4     Tsang [90] Literature review.
59   O_rad/NonDeO         O_Csrad                300-2500  1.21e+13        0        0        0       *2        0        0        0  4     Tsang [90] Literature review.
60   O2_birad             XH_Rrad                300-1500     3e+11        0        0        0        0        0        0        0  0     
61   O2_birad             Cmethyl_Csrad          700-2500  1.06e+10        0        0        0       *3        0        0        0  4     Tsang [91] Literature review.
62   O2_birad             C/H2/Nd_Csrad          500-900   2.26e+10        0        0        0       *3        0        0        0  4     Tsang [91] Literature review.
63   O2_birad             C/H/NdNd_Csrad         600-1000   1.2e+10        0        0        0       *5        0        0        0  4     Tsang [92] Literature review.
64   O2_birad             Cdpri_Csrad            300-2500  6.02e+11        0        0     13.6        0        0        0        0  4     Tsang [93] Literature review.
65   O2_birad             O_Csrad                   298    5.72e+12        0        0        0       *2        0        0        0  4     Atkinson et al [98] literature review.
66   O2_birad             O_Csrad                   298    2.92e+12        0        0        0     *1.3        0        0        0  4     Atkinson et al [98] literature review.
67   O2_birad             O_Csrad                200-300   2.74e+12        0        0        0     *1.3        0        0      0.4  4     DeMore et al [183] literature review.
